CustomerID,CustomerType,AccountCount,TotalBalance,AverageBalance,TransactionCount,TotalTransactionValue,AverageTransactionValue,Cluster,Cluster_3,CustomerSegment
10280,Large Enterprise,3.0,115817.20999999999,38605.736666666664,91.0,225795.56,2481.26989010989,3,2,High-Value Active
10281,Small Business,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10282,Small Business,1.0,79741.26,79741.26,31.0,75940.35,2449.6887096774194,2,0,Core Active
10283,Large Enterprise,3.0,22632.64,7544.213333333333,97.0,239154.01,2465.505257731959,0,2,High-Value Active
10284,Individual,2.0,87763.53,43881.765,64.0,148648.0,2322.625,2,0,Core Active
10285,Large Enterprise,2.0,110202.09,55101.045,64.0,136335.22,2130.2378125,2,0,Core Active
10286,Small Business,3.0,136905.93,45635.31,98.0,234696.97,2394.8670408163266,3,2,High-Value Active
10287,Large Enterprise,3.0,150247.81,50082.60333333333,93.0,245146.17,2635.9803225806454,3,2,High-Value Active
10288,Individual,2.0,13022.42,6511.21,52.0,144222.93,2773.5178846153844,0,0,Core Active
10289,Large Enterprise,1.0,2495.42,2495.42,25.0,62385.15,2495.406,0,0,Core Active
10290,Individual,2.0,102247.17,51123.585,44.0,118751.5,2698.8977272727275,2,0,Core Active
10291,Large Enterprise,1.0,3388.13,3388.13,26.0,55415.67,2131.371923076923,0,0,Core Active
10292,Individual,1.0,26687.34,26687.34,23.0,47869.63,2081.288260869565,0,0,Core Active
10293,Small Business,3.0,200278.84000000003,66759.61333333334,85.0,235860.29,2774.826941176471,3,2,High-Value Active
10294,Individual,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10295,Large Enterprise,2.0,89520.87,44760.435,67.0,156809.52,2340.440597014925,2,0,Core Active
10296,Large Enterprise,3.0,179359.81,59786.60333333333,80.0,188408.97,2355.112125,3,2,High-Value Active
10297,Small Business,6.0,364761.75,60793.625,183.0,493183.81,2694.9934972677597,3,2,High-Value Active
10298,Small Business,4.0,141206.22,35301.555,163.0,426015.78,2613.5937423312885,3,2,High-Value Active
10299,Individual,2.0,91327.46,45663.73,66.0,198792.29,3012.004393939394,2,0,Core Active
10300,Small Business,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10301,Small Business,1.0,87416.66,87416.66,25.0,65594.02,2623.7608,2,0,Core Active
10302,Individual,2.0,113125.04999999999,56562.524999999994,45.0,106434.09,2365.2019999999998,2,0,Core Active
10303,Small Business,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10304,Individual,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10305,Large Enterprise,1.0,66363.63,66363.63,28.0,62025.61,2215.2003571428572,2,0,Core Active
10306,Large Enterprise,2.0,82578.01000000001,41289.005000000005,75.0,192550.81,2567.3441333333335,2,0,Core Active
10307,Large Enterprise,2.0,50889.14,25444.57,45.0,108148.92,2403.309333333333,0,0,Core Active
10308,Large Enterprise,3.0,246990.84999999998,82330.28333333333,85.0,203921.47,2399.0761176470587,3,2,High-Value Active
10309,Individual,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10310,Large Enterprise,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10311,Small Business,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10312,Small Business,2.0,91630.93,45815.465,61.0,143228.28,2348.0045901639346,2,0,Core Active
10313,Large Enterprise,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10314,Small Business,1.0,86190.87,86190.87,28.0,58575.14,2091.969285714286,2,0,Core Active
10315,Small Business,2.0,156497.47999999998,78248.73999999999,60.0,146952.72,2449.212,2,0,Core Active
10316,Individual,2.0,73190.31,36595.155,40.0,104739.77,2618.49425,0,0,Core Active
10317,Large Enterprise,1.0,31711.77,31711.77,24.0,55171.63,2298.8179166666664,0,0,Core Active
10318,Large Enterprise,2.0,100495.47,50247.735,53.0,128123.28,2417.4203773584904,2,0,Core Active
10319,Large Enterprise,1.0,125.63,125.63,27.0,78405.77,2903.9174074074076,0,0,Core Active
10320,Individual,1.0,55623.9,55623.9,27.0,72866.44,2698.757037037037,2,0,Core Active
10321,Large Enterprise,2.0,131660.18,65830.09,47.0,125409.52,2668.2876595744683,2,0,Core Active
10322,Individual,1.0,73634.29,73634.29,36.0,94790.56,2633.071111111111,2,0,Core Active
10323,Large Enterprise,2.0,131174.45,65587.225,52.0,129491.78,2490.2265384615384,2,0,Core Active
10324,Small Business,7.0,321541.12,45934.44571428571,203.0,513469.42,2529.406009852217,3,2,High-Value Active
10325,Small Business,1.0,62854.84,62854.84,31.0,81441.0,2627.1290322580644,2,0,Core Active
10326,Individual,3.0,113773.71,37924.57,83.0,189009.45,2277.2222891566266,3,2,High-Value Active
10327,Large Enterprise,1.0,5215.19,5215.19,34.0,77147.59,2269.046764705882,0,0,Core Active
10328,Large Enterprise,1.0,53194.87,53194.87,34.0,69437.9,2042.291176470588,0,0,Core Active
10329,Small Business,3.0,197412.99,65804.33,103.0,279433.71,2712.9486407766994,3,2,High-Value Active
10330,Small Business,2.0,49702.04,24851.02,63.0,167101.18,2652.3996825396825,0,0,Core Active
10331,Small Business,4.0,119807.58,29951.895,109.0,296730.36,2722.296880733945,3,2,High-Value Active
10332,Large Enterprise,1.0,83517.97,83517.97,38.0,90087.45,2370.7223684210526,2,0,Core Active
10333,Large Enterprise,2.0,94107.64,47053.82,56.0,135327.92,2416.57,2,0,Core Active
10334,Individual,1.0,19742.89,19742.89,53.0,139129.72,2625.0890566037738,0,0,Core Active
10335,Small Business,3.0,165004.15000000002,55001.38333333334,99.0,263936.83,2666.028585858586,3,2,High-Value Active
10336,Small Business,1.0,21918.21,21918.21,43.0,102025.36,2372.6827906976746,0,0,Core Active
10337,Small Business,1.0,5027.38,5027.38,31.0,82965.89,2676.3190322580645,0,0,Core Active
10338,Individual,3.0,103142.52,34380.840000000004,92.0,219066.24,2381.1547826086958,3,2,High-Value Active
10339,Small Business,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10340,Individual,1.0,14835.88,14835.88,33.0,81325.51,2464.409393939394,0,0,Core Active
10341,Large Enterprise,2.0,77880.45000000001,38940.225000000006,55.0,132207.37,2403.7703636363635,0,0,Core Active
10342,Individual,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10343,Individual,4.0,143850.99,35962.7475,106.0,245077.07,2312.047830188679,3,2,High-Value Active
10344,Large Enterprise,1.0,20681.69,20681.69,18.0,43719.25,2428.847222222222,0,0,Core Active
10345,Small Business,3.0,136965.25,45655.083333333336,74.0,185704.62,2509.5218918918918,3,2,High-Value Active
10346,Small Business,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10347,Small Business,2.0,130750.72,65375.36,46.0,111777.45999999999,2429.9447826086953,2,0,Core Active
10348,Small Business,1.0,25638.44,25638.44,35.0,83903.43000000001,2397.2408571428573,0,0,Core Active
10349,Large Enterprise,3.0,121949.89000000001,40649.96333333334,103.0,277262.85,2691.8723300970873,3,2,High-Value Active
10350,Large Enterprise,1.0,84752.19,84752.19,23.0,64905.22,2821.966086956522,2,0,Core Active
10351,Individual,4.0,156891.69,39222.9225,128.0,352487.13,2753.805703125,3,2,High-Value Active
10352,Small Business,2.0,108402.45,54201.225,54.0,136589.3,2529.431481481481,2,0,Core Active
10353,Small Business,1.0,95993.15,95993.15,32.0,73006.51,2281.4534375,2,0,Core Active
10354,Large Enterprise,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10355,Large Enterprise,1.0,36038.1,36038.1,28.0,64436.590000000004,2301.306785714286,0,0,Core Active
10356,Small Business,1.0,17443.02,17443.02,30.0,65705.72,2190.190666666667,0,0,Core Active
10357,Small Business,4.0,103482.82,25870.705,107.0,253578.26,2369.890280373832,3,2,High-Value Active
10358,Individual,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10359,Large Enterprise,2.0,78639.6,39319.8,61.0,141505.44,2319.76131147541,0,0,Core Active
10360,Large Enterprise,1.0,49886.14,49886.14,22.0,67134.16,3051.552727272727,0,0,Core Active
10361,Individual,2.0,72992.59,36496.295,70.0,162597.07,2322.815285714286,0,0,Core Active
10362,Individual,2.0,160547.16999999998,80273.58499999999,66.0,164022.53,2485.1898484848484,2,0,Core Active
10363,Large Enterprise,1.0,24429.8,24429.8,23.0,52777.66,2294.6808695652176,0,0,Core Active
10364,Large Enterprise,1.0,90961.09,90961.09,22.0,60661.74,2757.351818181818,2,0,Core Active
10365,Small Business,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10366,Large Enterprise,1.0,28243.37,28243.37,37.0,85492.49,2310.607837837838,0,0,Core Active
10367,Large Enterprise,2.0,142430.41,71215.205,48.0,108503.38,2260.4870833333334,2,0,Core Active
10368,Individual,3.0,176471.45,58823.81666666667,97.0,262449.01,2705.6598969072165,3,2,High-Value Active
10369,Large Enterprise,3.0,75655.68,25218.559999999998,92.0,227425.44,2472.015652173913,3,2,High-Value Active
10370,Large Enterprise,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10371,Large Enterprise,1.0,75921.36,75921.36,24.0,58145.24,2422.7183333333332,2,0,Core Active
10372,Individual,1.0,11278.56,11278.56,25.0,72732.1,2909.284,0,0,Core Active
10373,Individual,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10374,Individual,5.0,316081.08999999997,63216.21799999999,137.0,337571.8,2464.027737226277,3,2,High-Value Active
10375,Small Business,1.0,47036.87,47036.87,31.0,83437.46,2691.530967741936,0,0,Core Active
10376,Individual,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10377,Small Business,1.0,66280.88,66280.88,35.0,92772.52,2650.6434285714286,2,0,Core Active
10378,Individual,2.0,48967.42,24483.71,61.0,159624.54,2616.7957377049183,0,0,Core Active
10379,Small Business,2.0,102926.31,51463.155,59.0,160843.51,2726.161186440678,2,0,Core Active
10380,Small Business,1.0,90268.4,90268.4,32.0,88462.82,2764.463125,2,0,Core Active
10381,Small Business,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10382,Small Business,1.0,94962.36,94962.36,32.0,71193.29,2224.7903125,2,0,Core Active
10383,Individual,2.0,104763.01999999999,52381.509999999995,67.0,164701.46,2458.2307462686567,2,0,Core Active
10384,Small Business,4.0,195698.26,48924.565,119.0,297938.62,2503.685882352941,3,2,High-Value Active
10385,Individual,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10386,Individual,1.0,855.61,855.61,39.0,88943.82,2280.6107692307696,0,0,Core Active
10387,Large Enterprise,2.0,129339.95999999999,64669.979999999996,70.0,189725.82,2710.3688571428575,2,0,Core Active
10388,Individual,1.0,88098.11,88098.11,31.0,78652.56999999999,2537.1796774193544,2,0,Core Active
10389,Small Business,2.0,52510.72,26255.36,51.0,139474.34,2734.7909803921566,0,0,Core Active
10390,Large Enterprise,3.0,159514.07,53171.35666666667,89.0,227546.17,2556.698539325843,3,2,High-Value Active
10391,Individual,1.0,88425.93,88425.93,21.0,47986.88,2285.0895238095236,2,0,Core Active
10392,Small Business,3.0,128619.67,42873.223333333335,98.0,226442.2,2310.634693877551,3,2,High-Value Active
10393,Individual,2.0,137378.98,68689.49,58.0,168477.52,2904.7848275862066,2,0,Core Active
10394,Large Enterprise,1.0,38947.17,38947.17,27.0,70337.3,2605.0851851851853,0,0,Core Active
10395,Small Business,3.0,283946.26,94648.75333333334,104.0,239830.49000000002,2306.062403846154,3,2,High-Value Active
10396,Large Enterprise,2.0,76521.11,38260.555,72.0,188089.44999999998,2612.353472222222,0,0,Core Active
10397,Small Business,3.0,137898.44,45966.14666666667,78.0,192632.27,2469.644487179487,3,2,High-Value Active
10398,Large Enterprise,2.0,135717.81,67858.905,56.0,134404.71,2400.084107142857,2,0,Core Active
10399,Individual,3.0,264097.63,88032.54333333333,85.0,196633.82,2313.3390588235293,3,2,High-Value Active
10400,Small Business,1.0,59391.36,59391.36,28.0,61435.04,2194.1085714285714,2,0,Core Active
10401,Large Enterprise,4.0,213133.32,53283.33,115.0,289350.02,2516.087130434783,3,2,High-Value Active
10402,Individual,1.0,38437.42,38437.42,35.0,89579.51,2559.4145714285714,0,0,Core Active
10403,Individual,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10404,Large Enterprise,4.0,166765.53,41691.3825,130.0,323988.56,2492.219692307692,3,2,High-Value Active
10405,Large Enterprise,1.0,50895.93,50895.93,25.0,64699.88,2587.9952,0,0,Core Active
10406,Individual,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10407,Small Business,2.0,88735.87,44367.935,64.0,151229.63,2362.96296875,2,0,Core Active
10408,Individual,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10409,Individual,2.0,46084.79,23042.395,63.0,153787.23,2441.067142857143,0,0,Core Active
10410,Small Business,1.0,7142.29,7142.29,36.0,82795.66,2299.8794444444447,0,0,Core Active
10411,Large Enterprise,2.0,38210.45,19105.225,54.0,128914.43,2387.304259259259,0,0,Core Active
10412,Small Business,2.0,72327.0,36163.5,53.0,137171.37,2588.1390566037735,0,0,Core Active
10413,Individual,1.0,28424.71,28424.71,33.0,87728.22,2658.430909090909,0,0,Core Active
10414,Large Enterprise,2.0,57929.369999999995,28964.684999999998,65.0,167225.88,2572.7058461538463,0,0,Core Active
10415,Large Enterprise,1.0,35829.66,35829.66,37.0,83490.26,2256.4935135135133,0,0,Core Active
10416,Individual,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10417,Large Enterprise,2.0,40838.229999999996,20419.114999999998,49.0,129087.14,2634.4314285714286,0,0,Core Active
10418,Individual,3.0,32750.670000000002,10916.890000000001,91.0,240863.72,2646.854065934066,3,2,High-Value Active
10419,Individual,2.0,172088.77000000002,86044.38500000001,63.0,147190.0,2336.3492063492063,2,0,Core Active
10420,Small Business,1.0,62988.18,62988.18,33.0,84556.84,2562.3284848484845,2,0,Core Active
10421,Large Enterprise,1.0,75147.49,75147.49,25.0,65499.770000000004,2619.9908,2,0,Core Active
10422,Large Enterprise,1.0,37362.06,37362.06,30.0,77983.07,2599.4356666666667,0,0,Core Active
10423,Large Enterprise,3.0,69282.76,23094.25333333333,96.0,227096.23,2365.5857291666666,3,2,High-Value Active
10424,Small Business,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10425,Large Enterprise,2.0,109670.76999999999,54835.384999999995,54.0,144641.21,2678.540925925926,2,0,Core Active
10426,Individual,2.0,96969.92,48484.96,55.0,113968.51,2072.154727272727,2,0,Core Active
10427,Large Enterprise,4.0,156351.31,39087.8275,111.0,269587.8,2428.718918918919,3,2,High-Value Active
10428,Small Business,2.0,54157.45,27078.725,59.0,155729.85,2639.4889830508478,0,0,Core Active
10429,Individual,1.0,13508.38,13508.38,35.0,98732.2,2820.92,0,0,Core Active
10430,Small Business,1.0,98536.94,98536.94,20.0,50315.51,2515.7755,2,0,Core Active
10431,Large Enterprise,3.0,142564.53,47521.51,93.0,226730.58,2437.9632258064516,3,2,High-Value Active
10432,Large Enterprise,1.0,42644.7,42644.7,27.0,67978.92,2517.737777777778,0,0,Core Active
10433,Small Business,1.0,94618.51,94618.51,33.0,83560.53,2532.137272727273,2,0,Core Active
10434,Individual,1.0,52486.18,52486.18,23.0,52589.12,2286.4834782608696,0,0,Core Active
10435,Large Enterprise,1.0,30389.48,30389.48,35.0,83446.99,2384.1997142857144,0,0,Core Active
10436,Large Enterprise,3.0,171517.45,57172.48333333334,88.0,221096.73,2512.462840909091,3,2,High-Value Active
10437,Small Business,2.0,112316.0,56158.0,56.0,135907.7,2426.9232142857145,2,0,Core Active
10438,Large Enterprise,1.0,2857.78,2857.78,33.0,81290.26,2463.341212121212,0,0,Core Active
10439,Individual,2.0,94406.44,47203.22,68.0,172989.8,2543.9676470588233,2,0,Core Active
10440,Large Enterprise,1.0,98678.22,98678.22,28.0,73639.71,2629.9896428571433,2,0,Core Active
10441,Large Enterprise,4.0,120632.04,30158.01,129.0,331680.18,2571.1641860465115,3,2,High-Value Active
10442,Individual,1.0,71478.64,71478.64,28.0,75840.23,2708.5796428571425,2,0,Core Active
10443,Small Business,2.0,75547.07,37773.535,65.0,172752.74,2657.7344615384613,0,0,Core Active
10444,Individual,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10445,Individual,2.0,121576.54000000001,60788.270000000004,68.0,165595.26,2435.224411764706,2,0,Core Active
10446,Individual,4.0,190564.75,47641.1875,139.0,346205.35,2490.6859712230216,3,2,High-Value Active
10447,Individual,1.0,6122.35,6122.35,30.0,70776.63,2359.221,0,0,Core Active
10448,Individual,2.0,23003.74,11501.87,66.0,157377.71,2384.5107575757575,0,0,Core Active
10449,Large Enterprise,2.0,114188.27,57094.135,49.0,108740.03,2219.1842857142856,2,0,Core Active
10450,Small Business,1.0,9782.45,9782.45,20.0,55978.0,2798.9,0,0,Core Active
10451,Small Business,2.0,46210.520000000004,23105.260000000002,63.0,135560.07,2151.747142857143,0,0,Core Active
10452,Small Business,1.0,22576.99,22576.99,30.0,78470.26,2615.675333333333,0,0,Core Active
10453,Small Business,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10454,Large Enterprise,1.0,31062.72,31062.72,43.0,107517.48,2500.406511627907,0,0,Core Active
10455,Small Business,1.0,49112.5,49112.5,29.0,78870.11,2719.6589655172415,0,0,Core Active
10456,Small Business,1.0,96922.37,96922.37,27.0,62027.880000000005,2297.328888888889,2,0,Core Active
10457,Individual,2.0,45130.85,22565.425,59.0,128783.86,2182.777288135593,0,0,Core Active
10458,Small Business,10.0,442670.98,44267.098,300.0,755595.12,2518.6504,3,2,High-Value Active
10459,Large Enterprise,3.0,140030.2,46676.73333333334,89.0,240552.64,2702.8386516853934,3,2,High-Value Active
10460,Individual,2.0,138713.75,69356.875,51.0,136152.61,2669.6590196078428,2,0,Core Active
10461,Large Enterprise,2.0,152436.06,76218.03,63.0,151800.46,2409.531111111111,2,0,Core Active
10462,Large Enterprise,1.0,66275.11,66275.11,32.0,84550.85,2642.2140625,2,0,Core Active
10463,Large Enterprise,1.0,45585.4,45585.4,33.0,83709.7,2536.6575757575756,0,0,Core Active
10464,Large Enterprise,1.0,15412.78,15412.78,39.0,82414.6,2113.194871794872,0,0,Core Active
10465,Small Business,1.0,50412.12,50412.12,31.0,85827.06,2768.6148387096773,0,0,Core Active
10466,Individual,1.0,93428.62,93428.62,34.0,81735.48,2403.984705882353,2,0,Core Active
10467,Small Business,1.0,38406.79,38406.79,23.0,63510.34,2761.3191304347824,0,0,Core Active
10468,Individual,4.0,239261.66999999998,59815.417499999996,115.0,315664.52,2744.9088695652176,3,2,High-Value Active
10469,Individual,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10470,Large Enterprise,1.0,9390.16,9390.16,37.0,100844.05,2725.514864864865,0,0,Core Active
10471,Individual,2.0,16465.88,8232.94,70.0,169261.89,2418.027,0,0,Core Active
10472,Large Enterprise,2.0,37540.05,18770.025,53.0,129820.22,2449.4381132075473,0,0,Core Active
10473,Small Business,1.0,68796.18,68796.18,32.0,98249.77,3070.3053125,2,0,Core Active
10474,Small Business,1.0,22748.87,22748.87,21.0,50575.22,2408.34380952381,0,0,Core Active
10475,Large Enterprise,2.0,193754.64,96877.32,56.0,144779.23,2585.343392857143,2,0,Core Active
10476,Small Business,1.0,90889.92,90889.92,23.0,47568.35,2068.1891304347823,2,0,Core Active
10477,Individual,1.0,32577.75,32577.75,45.0,139721.66,3104.925777777778,0,0,Core Active
10478,Small Business,3.0,150646.46,50215.486666666664,83.0,243541.71,2934.237469879518,3,2,High-Value Active
10479,Large Enterprise,1.0,41195.04,41195.04,24.0,60321.32,2513.3883333333333,0,0,Core Active
10480,Small Business,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10481,Large Enterprise,1.0,12603.53,12603.53,33.0,80335.47,2434.4081818181817,0,0,Core Active
10482,Small Business,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10483,Large Enterprise,1.0,35818.45,35818.45,24.0,61608.99,2567.0412499999998,0,0,Core Active
10484,Small Business,2.0,89513.23999999999,44756.619999999995,59.0,151427.0,2566.5593220338983,2,0,Core Active
10485,Individual,3.0,168028.29,56009.43,89.0,219884.74,2470.6150561797754,3,2,High-Value Active
10486,Large Enterprise,1.0,19636.99,19636.99,33.0,89569.67,2714.2324242424243,0,0,Core Active
10487,Individual,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10488,Small Business,2.0,100920.31000000001,50460.155000000006,48.0,133125.05000000002,2773.438541666667,2,0,Core Active
10489,Individual,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10490,Small Business,1.0,79518.63,79518.63,28.0,74912.22,2675.4364285714287,2,0,Core Active
10491,Large Enterprise,2.0,94860.23999999999,47430.119999999995,59.0,153193.01,2596.4916949152544,2,0,Core Active
10492,Small Business,2.0,45661.32,22830.66,48.0,107249.28,2234.36,0,0,Core Active
10493,Large Enterprise,2.0,54078.259999999995,27039.129999999997,50.0,127610.0,2552.2,0,0,Core Active
10494,Small Business,3.0,165459.03,55153.01,93.0,251195.15,2701.0231182795696,3,2,High-Value Active
10495,Small Business,3.0,167054.53,55684.84333333333,85.0,225713.99,2655.4587058823527,3,2,High-Value Active
10496,Small Business,1.0,10299.2,10299.2,37.0,88654.36,2396.063783783784,0,0,Core Active
10497,Small Business,2.0,183311.18,91655.59,63.0,165096.96,2620.5866666666666,2,2,High-Value Active
10498,Individual,2.0,16244.9,8122.45,65.0,172108.55000000002,2647.8238461538463,0,0,Core Active
10499,Large Enterprise,1.0,93642.02,93642.02,34.0,81111.3,2385.6264705882354,2,0,Core Active
10500,Small Business,3.0,178902.38999999998,59634.13,81.0,200885.59,2480.069012345679,3,2,High-Value Active
10501,Individual,2.0,158147.12,79073.56,61.0,154958.26,2540.299344262295,2,0,Core Active
10502,Individual,3.0,91140.51999999999,30380.17333333333,89.0,222041.66999999998,2494.850224719101,3,2,High-Value Active
10503,Individual,2.0,162917.22999999998,81458.61499999999,57.0,136952.22,2402.6705263157896,2,0,Core Active
10504,Individual,2.0,23404.59,11702.295,63.0,131692.51,2090.3573015873017,0,0,Core Active
10505,Individual,1.0,55584.89,55584.89,26.0,67730.93000000001,2605.0357692307693,2,0,Core Active
10506,Individual,3.0,137343.12,45781.04,96.0,245372.31,2555.9615625,3,2,High-Value Active
10507,Individual,1.0,96203.92,96203.92,26.0,71619.33,2754.5896153846156,2,0,Core Active
10508,Large Enterprise,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10509,Small Business,1.0,85030.52,85030.52,24.0,53579.44,2232.476666666667,2,0,Core Active
10510,Large Enterprise,1.0,14814.87,14814.87,24.0,52304.770000000004,2179.365416666667,0,0,Core Active
10511,Large Enterprise,3.0,98233.76000000001,32744.58666666667,105.0,264153.19,2515.7446666666665,3,2,High-Value Active
10512,Small Business,2.0,71615.89,35807.945,48.0,113930.6,2373.554166666667,0,0,Core Active
10513,Individual,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10514,Individual,1.0,97505.74,97505.74,28.0,70681.52,2524.34,2,0,Core Active
10515,Large Enterprise,3.0,142854.76,47618.253333333334,78.0,217997.0,2794.8333333333335,3,2,High-Value Active
10516,Small Business,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10517,Small Business,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10518,Large Enterprise,5.0,235994.15999999997,47198.831999999995,133.0,325384.82,2446.5024060150376,3,2,High-Value Active
10519,Individual,2.0,44765.57,22382.785,68.0,154263.35,2268.578676470588,0,0,Core Active
10520,Individual,1.0,66524.93,66524.93,34.0,101379.84,2981.7599999999998,2,0,Core Active
10521,Small Business,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10522,Small Business,2.0,167687.24,83843.62,48.0,105969.97,2207.7077083333334,2,0,Core Active
10523,Large Enterprise,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10524,Large Enterprise,3.0,204875.23,68291.74333333333,92.0,231029.4,2511.1891304347823,3,2,High-Value Active
10525,Individual,1.0,21044.85,21044.85,34.0,81758.36,2404.6576470588234,0,0,Core Active
10526,Small Business,3.0,126220.26999999999,42073.42333333333,92.0,264100.48,2870.6573913043476,3,2,High-Value Active
10527,Individual,1.0,97520.65,97520.65,21.0,55951.5,2664.3571428571427,2,0,Core Active
10528,Individual,2.0,101246.03,50623.015,70.0,190134.21,2716.203,2,0,Core Active
10529,Individual,2.0,116059.54000000001,58029.770000000004,74.0,205007.88,2770.376756756757,2,0,Core Active
10530,Small Business,1.0,80601.43,80601.43,35.0,91920.07,2626.2877142857146,2,0,Core Active
10531,Small Business,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10532,Small Business,2.0,115397.18,57698.59,52.0,121437.3,2335.3326923076925,2,0,Core Active
10533,Small Business,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10534,Large Enterprise,1.0,30305.49,30305.49,31.0,75546.23,2436.9751612903224,0,0,Core Active
10535,Small Business,4.0,254715.78,63678.945,113.0,277192.69,2453.0326548672565,3,2,High-Value Active
10536,Small Business,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10537,Small Business,1.0,45129.0,45129.0,32.0,83670.82,2614.713125,0,0,Core Active
10538,Large Enterprise,2.0,96833.55,48416.775,65.0,158099.52,2432.3003076923073,2,0,Core Active
10539,Individual,1.0,54673.13,54673.13,24.0,61321.51,2555.0629166666668,0,0,Core Active
10540,Small Business,1.0,67038.22,67038.22,34.0,74937.73,2204.0508823529412,2,0,Core Active
10541,Small Business,3.0,70104.27,23368.09,104.0,253790.13,2440.2897115384617,3,2,High-Value Active
10542,Large Enterprise,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10543,Individual,3.0,137130.71,45710.236666666664,89.0,245436.52,2757.7137078651685,3,2,High-Value Active
10544,Large Enterprise,1.0,47917.51,47917.51,32.0,87795.84,2743.62,0,0,Core Active
10545,Small Business,4.0,304750.15,76187.5375,124.0,327655.38,2642.3820967741935,3,2,High-Value Active
10546,Large Enterprise,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10547,Small Business,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10548,Individual,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10549,Small Business,1.0,86753.63,86753.63,42.0,93187.23,2218.743571428571,2,0,Core Active
10550,Large Enterprise,2.0,62529.799999999996,31264.899999999998,60.0,165350.94,2755.849,0,0,Core Active
10551,Large Enterprise,3.0,100962.34,33654.113333333335,89.0,235611.41,2647.319213483146,3,2,High-Value Active
10552,Small Business,2.0,48714.36,24357.18,65.0,160728.06,2472.7393846153846,0,0,Core Active
10553,Large Enterprise,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10554,Individual,1.0,18417.51,18417.51,26.0,64475.48,2479.826153846154,0,0,Core Active
10555,Individual,1.0,3563.19,3563.19,28.0,65151.95,2326.855357142857,0,0,Core Active
10556,Small Business,2.0,91826.88,45913.44,77.0,195399.4,2537.6545454545453,2,0,Core Active
10557,Small Business,4.0,166406.88,41601.72,109.0,246019.81,2257.0624770642203,3,2,High-Value Active
10558,Small Business,1.0,56499.15,56499.15,38.0,110917.97,2918.893947368421,2,0,Core Active
