AccountID,CustomerID,CustomerType,TotalLoanExposure,OverdueLoanExposure,AverageInterestRate,TransactionCount,TotalTransactionValue,AverageTransactionValue,AnomalyScore,AnomalyCategory
201590,10511,Large Enterprise,73391.3,0.0,0.0894,28,67211.54000000001,2400.412142857143,0,Normal
201597,10850,Large Enterprise,56908.81999999999,20518.94,0.08405,41,100147.67,2442.6260975609757,0,Normal
201599,11074,Large Enterprise,35902.5,0.0,0.0358,27,57854.26,2142.7503703703705,0,Normal
201604,10637,Individual,97866.11,0.0,0.1054,37,101650.02,2747.297837837838,0,Normal
201619,10279,Large Enterprise,64238.32,64238.32,0.147,33,74887.85,2269.3287878787883,0,Normal
201620,10039,Large Enterprise,67258.53,0.0,0.0768,28,45242.39,1615.7996428571428,0,Normal
201628,10596,Large Enterprise,3503.09,0.0,0.1211,51,144345.47,2830.3033333333333,2,Moderate Anomaly Signal
201629,10225,Individual,27852.86,0.0,0.064,28,66451.52,2373.2685714285717,0,Normal
201638,10556,Small Business,40746.65,0.0,0.0522,44,115248.0,2619.2727272727275,2,Moderate Anomaly Signal
201641,10819,Individual,83105.71,0.0,0.0627,40,93404.58,2335.1145,0,Normal
201643,10106,Large Enterprise,99063.01,0.0,0.0682,30,83676.53,2789.2176666666664,0,Normal
