LoanID,AccountID,LoanStatusID,PrincipalAmount,InterestRate,StartDate,EstimatedEndDate,StartDateKey,EndDateKey,LoanStatus,CustomerID,CustomerType,AccountOriginID,TransactionCount,TotalTransactionValue,AverageTransactionValue,AnomalyScore,AnomalyCategory
400169,200338,2,83104.84,0.1367,2021-06-03,2026-03-31,20210603.0,20260331.0,Paid Off,10603,Small Business,200338,26,66430.84,2555.0323076923078,0,Normal
400170,200603,3,52709.05,0.1062,2023-03-07,2027-06-24,20230307.0,20270624.0,Overdue,10797,Large Enterprise,200603,33,87404.31,2648.6154545454547,0,Normal
400171,201508,2,64868.95,0.0636,2021-09-10,2022-11-29,20210910.0,20221129.0,Paid Off,10404,Large Enterprise,201508,38,95008.3,2500.2184210526316,0,Normal
400172,200221,1,69014.96,0.1232,2021-08-13,2022-12-02,20210813.0,20221202.0,Active,10248,Small Business,200221,38,91097.27,2397.2965789473687,0,Normal
400173,201164,1,72030.09,0.0789,2022-08-23,2026-12-19,20220823.0,20261219.0,Active,10426,Individual,201164,26,53584.09,2060.9265384615383,0,Normal
400174,200119,1,83659.7,0.0693,2023-01-09,2025-01-08,20230109.0,20250108.0,Active,10423,Large Enterprise,200119,37,81667.97,2207.2424324324325,0,Normal
400175,200310,2,16484.84,0.0329,2022-06-03,2023-08-15,20220603.0,20230815.0,Paid Off,10006,Large Enterprise,200310,26,60408.869999999995,2323.4180769230766,0,Normal
400176,201303,1,33175.84,0.0971,2021-12-04,2025-03-24,20211204.0,20250324.0,Active,10434,Individual,201303,23,52589.12,2286.4834782608696,0,Normal
400177,200177,2,10195.48,0.0953,2021-09-18,2023-07-13,20210918.0,20230713.0,Paid Off,10336,Small Business,200177,43,102025.36,2372.6827906976746,1,Low Anomaly Signal
400178,200941,1,6326.34,0.0846,2023-02-15,2025-09-02,20230215.0,20250902.0,Active,10278,Large Enterprise,200941,21,57386.89,2732.7090476190474,0,Normal
400179,200715,1,95797.71,0.1006,2022-07-07,2027-05-27,20220707.0,20270527.0,Active,10476,Small Business,200715,23,47568.35,2068.1891304347823,0,Normal
400180,201470,1,38913.5,0.1236,2022-03-10,2023-08-15,20220310.0,20230815.0,Active,10280,Large Enterprise,201470,34,96520.33,2838.833235294118,0,Normal
400181,201394,2,60739.7,0.0336,2022-12-26,2026-07-05,20221226.0,20260705.0,Paid Off,10895,Large Enterprise,201394,30,77447.09,2581.5696666666668,0,Normal
400182,200087,2,87988.21,0.0612,2021-05-29,2024-01-31,20210529.0,20240131.0,Paid Off,10540,Small Business,200087,34,74937.73,2204.0508823529412,0,Normal
400183,200619,1,68151.05,0.1453,,2024-06-18,,20240618.0,Active,10458,Small Business,200619,30,77801.64,2593.388,0,Normal
400184,200172,1,98129.49,0.0759,2021-11-07,2026-06-22,20211107.0,20260622.0,Active,10081,Large Enterprise,200172,24,55768.49,2323.6870833333332,0,Normal
400185,200007,1,76160.97,0.1143,2022-09-06,2024-08-20,20220906.0,20240820.0,Active,10219,Small Business,200007,27,53507.77,1981.7692592592591,0,Normal
400186,200971,2,43412.87,0.0562,2022-12-01,2026-08-04,20221201.0,20260804.0,Paid Off,10318,Large Enterprise,200971,25,53402.19,2136.0876000000003,0,Normal
400187,201022,1,1473.13,0.0947,2021-01-23,2025-10-31,20210123.0,20251031.0,Active,10050,Small Business,201022,33,87117.68,2639.9296969696966,0,Normal
400188,200424,1,75583.81,0.0829,2023-02-18,2024-10-09,20230218.0,20241009.0,Active,10522,Small Business,200424,26,45172.090000000004,1737.388076923077,0,Normal
400189,200689,1,2117.59,0.0329,2021-05-19,2024-09-03,20210519.0,20240903.0,Active,10205,Individual,200689,33,91022.63,2758.261515151515,0,Normal
400190,201502,1,53870.68,0.087,2022-01-31,2023-09-08,20220131.0,20230908.0,Active,10718,Large Enterprise,201502,29,69240.7,2387.6103448275862,0,Normal
400191,200701,1,83515.17,0.0796,2021-12-04,2024-07-06,20211204.0,20240706.0,Active,10071,Individual,200701,26,56623.4,2177.8230769230768,0,Normal
400192,200376,1,72508.87,0.0552,2021-08-05,2022-08-12,20210805.0,20220812.0,Active,10963,Individual,200376,30,71512.03,2383.7343333333333,0,Normal
400193,201320,1,78813.97,0.0647,2023-02-02,2025-04-26,20230202.0,20250426.0,Active,10290,Individual,201320,15,37373.28,2491.552,0,Normal
400194,200907,2,47361.17,0.0562,2022-05-13,2025-06-02,20220513.0,20250602.0,Paid Off,10045,Individual,200907,33,80156.46,2428.9836363636364,0,Normal
400195,201524,3,85139.66,0.0573,2022-07-18,2025-05-23,20220718.0,20250523.0,Overdue,10402,Individual,201524,35,89579.51,2559.4145714285714,0,Normal
400196,201336,1,78063.86,0.1359,2022-05-01,2026-08-14,20220501.0,20260814.0,Active,10161,Individual,201336,36,99293.18,2758.143888888889,0,Normal
400197,201478,1,92371.27,0.0527,2021-02-08,2022-04-15,20210208.0,20220415.0,Active,10072,Large Enterprise,201478,19,46427.91,2443.574210526316,0,Normal
400198,201044,1,26204.77,0.1407,2022-10-03,2026-10-13,20221003.0,20261013.0,Active,10599,Small Business,201044,25,51503.590000000004,2060.1436000000003,0,Normal
400199,200911,3,78332.61,0.1131,2021-03-25,2023-07-03,20210325.0,20230703.0,Overdue,10472,Large Enterprise,200911,22,48480.25,2203.6477272727275,0,Normal
400200,201599,1,35902.5,0.0358,2022-08-30,2027-05-23,20220830.0,20270523.0,Active,11074,Large Enterprise,201599,27,57854.26,2142.7503703703705,0,Normal
400201,200414,1,79637.45,0.0483,2022-08-21,2027-01-11,20220821.0,20270111.0,Active,10207,Small Business,200414,27,72296.35,2677.642592592593,0,Normal
400202,201346,1,16092.64,0.0976,2022-09-28,2023-10-24,20220928.0,20231024.0,Active,10407,Small Business,201346,34,82399.68,2423.52,0,Normal
400203,200770,1,14254.2,0.0964,2022-05-11,2023-06-05,20220511.0,20230605.0,Active,10783,Individual,200770,32,67412.93,2106.6540625,0,Normal
400204,200370,1,93088.44,0.0549,2022-11-30,2027-09-06,20221130.0,20270906.0,Active,10797,Large Enterprise,200370,34,79314.53,2332.780294117647,0,Normal
400205,200542,1,71988.1,0.1013,2022-11-04,2024-11-28,20221104.0,20241128.0,Active,10817,Individual,200542,24,48695.71,2028.9879166666667,0,Normal
400206,201304,2,95252.56,0.0516,2021-07-19,2026-06-01,20210719.0,20260601.0,Paid Off,10156,Individual,201304,30,75437.47,2514.5823333333333,0,Normal
400207,200613,1,36852.66,0.0527,2022-12-21,2024-07-02,20221221.0,20240702.0,Active,10312,Small Business,200613,34,75358.16,2216.4164705882354,0,Normal
400208,200943,1,6507.99,0.0969,2021-04-13,2024-01-21,20210413.0,20240121.0,Active,10475,Large Enterprise,200943,31,87913.31999999999,2835.9135483870964,0,Normal
400209,201322,2,87020.31,0.0353,2022-04-29,2023-05-20,20220429.0,20230520.0,Paid Off,10495,Small Business,201322,31,77547.52,2501.5329032258064,0,Normal
400210,200536,3,15545.33,0.0897,2021-01-02,2023-07-24,20210102.0,20230724.0,Overdue,10976,Individual,200536,39,93208.68000000001,2389.966153846154,0,Normal
400211,201264,1,91955.58,0.0869,2021-07-13,2026-04-27,20210713.0,20260427.0,Active,10320,Individual,201264,27,72866.44,2698.757037037037,0,Normal
400212,200447,1,89845.11,0.1394,2022-01-31,2024-02-12,20220131.0,20240212.0,Active,10940,Small Business,200447,34,89985.54000000001,2646.633529411765,0,Normal
400213,200598,3,46033.42,0.0555,2021-08-04,2024-06-20,20210804.0,20240620.0,Overdue,10687,Individual,200598,32,83227.72,2600.86625,0,Normal
400214,201288,1,34281.29,0.099,2021-10-30,2023-09-03,20211030.0,20230903.0,Active,10202,Individual,201288,29,63253.99,2181.172068965517,0,Normal
400215,200475,1,58687.93,0.1413,2022-07-11,2024-05-10,20220711.0,20240510.0,Active,10545,Small Business,200475,35,91938.52,2626.8148571428574,0,Normal
400216,200003,1,57741.55,0.0734,2023-02-24,2026-03-31,20230224.0,20260331.0,Active,10765,Individual,200003,16,36827.59,2301.724375,0,Normal
400217,200410,2,14932.62,0.1226,2023-02-09,2024-12-29,20230209.0,20241229.0,Paid Off,10047,Individual,200410,39,109032.73,2795.7110256410256,0,Normal
400218,200520,1,92330.0,0.0324,2022-05-23,2026-04-12,20220523.0,20260412.0,Active,10162,Individual,200520,20,60684.03,3034.2015,0,Normal
400219,200056,1,28744.19,0.0917,2022-06-16,2026-06-11,20220616.0,20260611.0,Active,11046,Small Business,200056,19,42908.21,2258.326842105263,0,Normal
400220,200300,1,64057.79,0.1046,2021-08-06,2025-10-09,20210806.0,20251009.0,Active,10551,Large Enterprise,200300,23,67777.48,2946.846956521739,0,Normal
400221,200533,1,13646.58,0.13,2021-08-12,2025-11-09,20210812.0,20251109.0,Active,11024,Large Enterprise,200533,34,82488.63,2426.1361764705885,0,Normal
400222,200427,1,3322.19,0.1456,2021-05-11,2022-11-06,20210511.0,20221106.0,Active,10818,Large Enterprise,200427,29,75403.52,2600.1213793103448,0,Normal
400223,200103,1,77709.06,0.0593,2021-11-17,2026-01-27,20211117.0,20260127.0,Active,10289,Large Enterprise,200103,25,62385.15,2495.406,0,Normal
400224,201172,2,78661.15,0.1195,2022-02-18,2023-06-15,20220218.0,20230615.0,Paid Off,11066,Large Enterprise,201172,36,90536.44,2514.9011111111113,0,Normal
400225,200537,1,84322.28,0.1428,2022-03-08,2024-12-21,20220308.0,20241221.0,Active,10065,Large Enterprise,200537,29,60110.09,2072.7617241379307,0,Normal
400226,201525,1,31038.04,0.139,2022-07-06,2024-05-06,20220706.0,20240506.0,Active,10707,Individual,201525,27,73188.53,2710.6862962962964,0,Normal
400227,200012,1,88591.01,0.0846,2022-11-04,2024-07-08,20221104.0,20240708.0,Active,10253,Large Enterprise,200012,34,73306.04,2156.06,0,Normal
400228,200682,3,54691.61,0.0866,2021-11-07,2026-03-14,20211107.0,20260314.0,Overdue,10773,Large Enterprise,200682,23,58115.34,2526.753913043478,0,Normal
400229,200120,1,21375.07,0.1136,,2024-09-26,,20240926.0,Active,10708,Individual,200120,34,79758.2,2345.8294117647056,0,Normal
400230,200876,1,76958.56,0.0547,2022-11-20,2026-08-06,20221120.0,20260806.0,Active,10230,Large Enterprise,200876,37,96846.2,2617.464864864865,0,Normal
400231,200146,2,20910.17,0.1064,2021-07-06,2025-08-23,20210706.0,20250823.0,Paid Off,10127,Individual,200146,32,81351.78,2542.243125,0,Normal
400232,200683,2,30825.35,0.1469,2023-02-09,,20230209.0,,Paid Off,10887,Large Enterprise,200683,39,91901.37,2356.4453846153847,0,Normal
400233,201275,1,48596.76,0.1017,2021-11-21,2023-07-30,20211121.0,20230730.0,Active,10505,Individual,201275,26,67730.93000000001,2605.0357692307693,0,Normal
400234,200817,2,38023.02,0.1116,2021-10-26,2025-02-06,20211026.0,20250206.0,Paid Off,10773,Large Enterprise,200817,38,111085.75,2923.309210526316,1,Low Anomaly Signal
400235,201405,1,4459.35,0.1336,2021-11-12,2024-07-18,20211112.0,20240718.0,Active,11019,Small Business,201405,65,154569.53,2377.992769230769,2,Moderate Anomaly Signal
400236,201198,3,13704.05,0.0413,2021-01-10,2025-07-10,20210110.0,20250710.0,Overdue,10141,Large Enterprise,201198,32,83589.98,2612.186875,0,Normal
400237,200397,3,78955.6,0.0312,2021-06-30,2025-05-14,20210630.0,20250514.0,Overdue,10576,Individual,200397,45,122419.9,2720.442222222222,2,Moderate Anomaly Signal
400238,200275,1,91246.18,0.1171,2022-09-29,2025-01-02,20220929.0,20250102.0,Active,10669,Individual,200275,31,77950.34,2514.5270967741935,0,Normal
400239,200178,3,37183.71,0.1208,2022-02-10,2026-10-04,20220210.0,20261004.0,Overdue,10925,Small Business,200178,35,81029.15,2315.118571428571,0,Normal
400240,200916,3,28287.79,0.0527,2021-06-05,2023-09-06,20210605.0,20230906.0,Overdue,10037,Individual,200916,29,68479.2,2361.351724137931,0,Normal
400241,201620,2,67258.53,0.0768,2021-09-23,2025-10-02,20210923.0,20251002.0,Paid Off,10039,Large Enterprise,201620,28,45242.39,1615.7996428571428,0,Normal
400242,200812,1,42825.5,0.0985,2021-05-01,2024-01-19,20210501.0,20240119.0,Active,10694,Small Business,200812,33,102716.59,3112.6239393939395,1,Low Anomaly Signal
400243,200311,1,95007.79,0.0494,2022-11-15,2024-08-11,20221115.0,20240811.0,Active,10143,Individual,200311,35,76026.85,2172.1957142857145,0,Normal
400244,200420,1,34846.6,0.0816,2021-07-26,2026-05-16,20210726.0,20260516.0,Active,10189,Large Enterprise,200420,28,60206.92,2150.247142857143,0,Normal
400245,201588,1,41816.69,0.0962,2023-03-08,2024-04-04,20230308.0,20240404.0,Active,10535,Small Business,201588,34,94896.03,2791.059705882353,0,Normal
400246,201249,1,74412.22,0.1066,2021-07-31,2025-10-18,20210731.0,20251018.0,Active,10072,Large Enterprise,201249,30,72164.45,2405.4816666666666,0,Normal
400247,200116,2,43125.92,0.0992,2023-01-01,2027-01-11,20230101.0,20270111.0,Paid Off,10349,Large Enterprise,200116,39,102566.97,2629.9223076923076,0,Normal
400248,200593,1,21707.86,0.1191,2022-07-16,2026-11-06,20220716.0,20261106.0,Active,10463,Large Enterprise,200593,33,83709.7,2536.6575757575756,0,Normal
400249,201264,1,70023.33,0.1388,2021-08-25,2024-08-16,20210825.0,20240816.0,Active,10320,Individual,201264,27,72866.44,2698.757037037037,0,Normal
400250,201229,3,88517.0,0.075,2022-05-10,2023-12-20,20220510.0,20231220.0,Overdue,10976,Individual,201229,34,85017.73,2500.5214705882354,0,Normal
400251,200119,1,75297.62,0.0918,2022-10-29,2025-01-01,20221029.0,20250101.0,Active,10423,Large Enterprise,200119,37,81667.97,2207.2424324324325,0,Normal
400252,200279,3,23508.35,0.0607,2021-09-16,2026-03-31,20210916.0,20260331.0,Overdue,10023,Small Business,200279,24,57499.51,2395.8129166666668,0,Normal
400253,201058,2,42585.56,0.0935,2022-01-05,2025-08-11,20220105.0,20250811.0,Paid Off,10709,Large Enterprise,201058,29,77766.11,2681.59,0,Normal
400254,200785,1,87783.19,0.108,2021-10-30,2023-10-14,20211030.0,20231014.0,Active,10028,Large Enterprise,200785,33,98457.59,2983.563333333333,0,Normal
400255,201629,1,27852.86,0.064,2021-09-24,2024-07-03,20210924.0,20240703.0,Active,10225,Individual,201629,28,66451.52,2373.2685714285717,0,Normal
400256,200663,1,84671.11,0.0678,2021-04-04,2025-01-23,20210404.0,20250123.0,Active,10534,Large Enterprise,200663,31,75546.23,2436.9751612903224,0,Normal
400257,200844,1,9326.3,0.1361,2022-03-19,2027-01-22,20220319.0,20270122.0,Active,10730,Individual,200844,45,106107.91,2357.953555555556,1,Low Anomaly Signal
400258,200278,1,34916.57,0.0796,2022-10-17,2023-11-17,20221017.0,20231117.0,Active,10912,Small Business,200278,33,71260.03,2159.3948484848484,0,Normal
400259,200179,1,95795.36,0.1271,2022-04-10,2025-08-18,20220410.0,20250818.0,Active,11019,Small Business,200179,32,85812.92,2681.65375,0,Normal
400260,201122,3,71503.39,0.0344,2021-02-05,2025-08-04,20210205.0,20250804.0,Overdue,10964,Large Enterprise,201122,26,48035.78,1847.53,0,Normal
400261,201449,3,59380.52,0.0677,2021-02-20,2022-11-27,20210220.0,20221127.0,Overdue,10690,Large Enterprise,201449,31,72884.75,2351.1209677419356,0,Normal
400262,201288,1,46195.74,0.1118,2021-01-01,2022-01-25,20210101.0,20220125.0,Active,10202,Individual,201288,29,63253.99,2181.172068965517,0,Normal
400263,201135,1,73003.39,0.0891,2021-06-18,2022-09-05,20210618.0,20220905.0,Active,10115,Individual,201135,29,61299.520000000004,2113.7765517241382,0,Normal
400264,201456,3,70349.1,0.1297,2022-07-28,2025-09-02,20220728.0,20250902.0,Overdue,10142,Small Business,201456,33,93539.78,2834.538787878788,0,Normal
400265,201477,1,52160.39,0.0984,2021-02-06,2025-02-18,20210206.0,20250218.0,Active,10356,Small Business,201477,30,65705.72,2190.190666666667,0,Normal
400266,200422,1,25027.83,0.1361,2022-09-12,2027-01-11,20220912.0,20270111.0,Active,10670,Small Business,200422,30,81258.78,2708.6259999999997,0,Normal
400267,200148,1,19627.15,0.0864,2021-06-29,2024-07-25,20210629.0,20240725.0,Active,10680,Individual,200148,30,62867.83,2095.5943333333335,0,Normal
400268,200514,2,8523.16,0.0305,2021-04-17,2025-05-17,20210417.0,20250517.0,Paid Off,10368,Individual,200514,43,120528.12,2802.979534883721,2,Moderate Anomaly Signal
400269,200515,1,83925.89,0.0534,2022-01-27,2025-01-07,20220127.0,20250107.0,Active,10422,Large Enterprise,200515,30,77983.07,2599.4356666666667,0,Normal
400270,200824,1,77144.41,0.0456,,2024-09-27,,20240927.0,Active,10075,Large Enterprise,200824,27,65893.4,2440.496296296296,0,Normal
400271,200362,1,21884.17,0.0921,2023-02-08,2026-09-24,20230208.0,20260924.0,Active,10645,Individual,200362,29,73355.57,2529.5024137931036,0,Normal
400272,200265,1,28872.26,0.1195,2022-05-23,2024-03-22,20220523.0,20240322.0,Active,10634,Small Business,200265,34,86407.71,2541.4032352941176,0,Normal
400273,200056,1,15613.66,0.073,2022-11-06,2025-04-12,20221106.0,20250412.0,Active,11046,Small Business,200056,19,42908.21,2258.326842105263,0,Normal
400274,201131,1,52436.38,0.1256,2023-01-23,2025-05-27,20230123.0,20250527.0,Active,10093,Small Business,201131,28,73187.19,2613.8282142857142,0,Normal
400275,200161,2,98089.6,0.0583,2021-12-18,2026-09-01,20211218.0,20260901.0,Paid Off,10666,Large Enterprise,200161,32,76722.93,2397.5915625,0,Normal
400276,201022,1,82590.09,0.1426,2021-11-24,2025-09-22,20211124.0,20250922.0,Active,10050,Small Business,201022,33,87117.68,2639.9296969696966,0,Normal
400277,201438,2,59895.91,0.0974,2023-02-23,2024-03-13,20230223.0,20240313.0,Paid Off,11010,Individual,201438,31,72294.69,2332.0867741935485,0,Normal
400278,201187,1,88397.27,0.1002,2021-09-17,2024-05-30,20210917.0,20240530.0,Active,10404,Large Enterprise,201187,29,63490.52,2189.328275862069,0,Normal
400279,200517,2,65043.15,0.1027,2022-04-03,2024-09-08,20220403.0,20240908.0,Paid Off,11027,Large Enterprise,200517,51,138070.78,2707.270196078431,2,Moderate Anomaly Signal
400280,201619,3,64238.32,0.147,2021-11-03,2026-09-10,20211103.0,20260910.0,Overdue,10279,Large Enterprise,201619,33,74887.85,2269.3287878787883,0,Normal
400281,200475,1,98439.14,0.1057,2022-04-17,2027-02-23,20220417.0,20270223.0,Active,10545,Small Business,200475,35,91938.52,2626.8148571428574,0,Normal
400282,200498,1,73755.24,0.048,2023-03-05,2026-04-19,20230305.0,20260419.0,Active,10800,Individual,200498,26,51553.53,1982.8280769230769,0,Normal
400283,200160,1,49796.21,0.0653,2021-06-12,2023-08-07,20210612.0,20230807.0,Active,10263,Individual,200160,25,58957.63,2358.3052,0,Normal
400284,200186,1,77030.49,0.0918,2021-12-16,2024-07-09,20211216.0,20240709.0,Active,10686,Small Business,200186,57,147897.38,2594.6908771929825,2,Moderate Anomaly Signal
400285,200270,3,14857.72,0.0731,2022-05-24,2023-08-07,20220524.0,20230807.0,Overdue,10899,Individual,200270,39,95005.13,2436.0289743589747,0,Normal
400286,201206,1,23406.84,0.0676,2021-06-24,2024-11-23,20210624.0,20241123.0,Active,10349,Large Enterprise,201206,41,112366.9,2740.6560975609755,1,Low Anomaly Signal
400287,200111,1,44265.25,0.1135,2021-07-19,2026-06-20,20210719.0,20260620.0,Active,10399,Individual,200111,37,80815.78,2184.21027027027,0,Normal
400288,201275,2,34024.66,0.0476,2022-07-30,2025-03-23,20220730.0,20250323.0,Paid Off,10505,Individual,201275,26,67730.93000000001,2605.0357692307693,0,Normal
400289,200746,1,15581.58,0.0969,2022-02-01,2024-12-03,20220201.0,20241203.0,Active,10130,Large Enterprise,200746,23,61039.17,2653.876956521739,0,Normal
400290,200660,1,41039.33,0.0914,2021-08-12,2026-06-19,20210812.0,20260619.0,Active,10396,Large Enterprise,200660,37,96979.12,2621.0572972972973,0,Normal
400291,200343,1,40879.03,0.0473,2021-11-01,2026-10-04,20211101.0,20261004.0,Active,10052,Large Enterprise,200343,21,58535.75,2787.4166666666665,0,Normal
400292,200126,1,24768.37,0.0979,2021-06-09,2024-08-02,20210609.0,20240802.0,Active,10500,Small Business,200126,27,74308.02,2752.148888888889,0,Normal
400293,200851,1,70782.7,0.0847,2021-04-19,2023-01-20,20210419.0,20230120.0,Active,10922,Individual,200851,29,69985.88,2413.306206896552,0,Normal
400294,200441,1,47505.71,0.0547,2022-03-12,2025-12-04,20220312.0,20251204.0,Active,10156,Individual,200441,42,87047.39,2072.5569047619047,0,Normal
400295,200050,2,54953.1,0.0674,2021-01-03,2023-01-19,20210103.0,20230119.0,Paid Off,11015,Individual,200050,38,89064.31,2343.7976315789474,0,Normal
400296,200335,1,64568.16,0.0476,2021-06-14,2023-07-20,20210614.0,20230720.0,Active,10174,Large Enterprise,200335,27,75561.88,2798.5881481481483,0,Normal
400297,200915,1,17852.81,0.1182,2022-05-19,2026-11-26,20220519.0,20261126.0,Active,10991,Individual,200915,26,61316.06,2358.31,0,Normal
400298,201355,1,90886.2,0.0663,2021-10-05,2024-02-17,20211005.0,20240217.0,Active,10113,Individual,201355,29,89780.67,3095.885172413793,1,Low Anomaly Signal
400299,201121,1,27223.9,0.0417,2021-07-02,2026-05-18,20210702.0,20260518.0,Active,10449,Large Enterprise,201121,23,50368.21,2189.9221739130435,0,Normal
400300,200592,1,28348.12,0.1141,2022-08-04,2024-06-24,20220804.0,20240624.0,Active,10153,Large Enterprise,200592,26,62007.27,2384.895,0,Normal
400301,200075,1,27657.83,0.048,2023-03-05,2028-01-08,20230305.0,20280108.0,Active,10390,Large Enterprise,200075,37,91932.92,2484.6735135135136,0,Normal
400302,200932,1,76955.79,0.1077,2021-06-27,2025-01-14,20210627.0,20250114.0,Active,10468,Individual,200932,31,86796.45,2799.8854838709676,0,Normal
400303,200252,1,41063.62,0.0579,2022-08-19,2025-10-16,20220819.0,20251016.0,Active,10528,Individual,200252,37,100767.56,2723.4475675675676,0,Normal
400304,200311,1,5763.32,0.1186,2021-10-10,2024-11-08,20211010.0,20241108.0,Active,10143,Individual,200311,35,76026.85,2172.1957142857145,0,Normal
400305,201222,2,11486.53,0.0898,2021-01-25,2023-04-07,20210125.0,20230407.0,Paid Off,10374,Individual,201222,29,58352.62,2012.1593103448276,0,Normal
400306,201149,3,44352.65,0.0327,2021-06-19,2024-08-29,20210619.0,20240829.0,Overdue,10760,Small Business,201149,36,90940.3,2526.1194444444445,0,Normal
400307,200789,1,29013.67,0.0321,2022-02-22,2025-12-08,20220222.0,20251208.0,Active,10579,Individual,200789,28,57983.98,2070.8564285714288,0,Normal
400308,201515,2,76525.78,0.1099,2022-04-08,2023-11-25,20220408.0,20231125.0,Paid Off,10061,Individual,201515,26,52554.12,2021.3123076923077,0,Normal
400309,200157,1,47661.39,0.0686,2021-11-29,2026-08-26,20211129.0,20260826.0,Active,11020,Large Enterprise,200157,26,75941.74,2920.836153846154,0,Normal
400310,201460,1,71795.09,0.1106,2021-09-21,2026-01-17,20210921.0,20260117.0,Active,10868,Small Business,201460,20,44698.06,2234.903,0,Normal
400311,200871,1,53911.37,0.0539,2021-09-21,2025-07-13,20210921.0,20250713.0,Active,10706,Large Enterprise,200871,49,122953.25,2509.25,2,Moderate Anomaly Signal
400312,201238,1,20250.86,0.1238,2022-04-14,2023-05-09,20220414.0,20230509.0,Active,10337,Small Business,201238,31,82965.89,2676.3190322580645,0,Normal
400313,200812,1,35479.87,0.1219,2022-09-11,2023-10-30,20220911.0,20231030.0,Active,10694,Small Business,200812,33,102716.59,3112.6239393939395,1,Low Anomaly Signal
400314,200982,1,74680.25,0.087,,2024-08-31,,20240831.0,Active,10384,Small Business,200982,29,77207.61,2662.331379310345,0,Normal
400315,201462,1,76957.94,0.0431,2021-01-27,2022-04-17,20210127.0,20220417.0,Active,10343,Individual,201462,35,80907.31999999999,2311.637714285714,0,Normal
400316,200462,1,31471.08,0.1104,2021-07-13,2024-03-13,20210713.0,20240313.0,Active,10653,Small Business,200462,24,53118.340000000004,2213.264166666667,0,Normal
400317,201509,2,40473.32,0.1276,2022-01-21,2025-04-30,20220121.0,20250430.0,Paid Off,11090,Small Business,201509,31,78407.32,2529.2683870967744,0,Normal
400318,200941,2,43704.85,0.0446,2022-03-18,,20220318.0,,Paid Off,10278,Large Enterprise,200941,21,57386.89,2732.7090476190474,0,Normal
400319,201109,1,43211.52,0.0863,2022-04-17,2025-11-17,20220417.0,20251117.0,Active,10048,Small Business,201109,30,78976.52,2632.550666666667,0,Normal
400320,201246,2,93715.1,0.0784,2022-03-09,2025-12-28,20220309.0,20251228.0,Paid Off,10667,Individual,201246,21,50195.79,2390.2757142857145,0,Normal
400321,200312,1,1396.1,0.1229,2021-05-03,2025-12-22,20210503.0,20251222.0,Active,10565,Large Enterprise,200312,36,93998.91,2611.0808333333334,0,Normal
400322,201361,1,79157.89,0.1236,2023-02-20,2025-03-18,20230220.0,20250318.0,Active,10224,Individual,201361,31,82915.24,2674.685161290323,0,Normal
400323,200934,1,41206.98,0.1411,2021-09-14,2023-11-18,20210914.0,20231118.0,Active,10631,Small Business,200934,32,78630.91,2457.2159375,0,Normal
400324,200598,1,83919.49,0.1321,2021-01-22,2023-08-21,20210122.0,20230821.0,Active,10687,Individual,200598,32,83227.72,2600.86625,0,Normal
400325,200397,1,24534.48,0.1021,2026-08-29,,20260829.0,,Active,10576,Individual,200397,45,122419.9,2720.442222222222,2,Moderate Anomaly Signal
400326,200931,1,64509.02,0.0775,2022-10-24,2025-11-24,20221024.0,20251124.0,Active,10340,Individual,200931,33,81325.51,2464.409393939394,0,Normal
400327,201389,1,80777.24,0.1165,2021-04-18,2025-05-07,20210418.0,20250507.0,Active,10870,Small Business,201389,30,80198.24,2673.2746666666667,0,Normal
400328,201273,1,16019.02,0.1067,2023-03-08,2025-02-24,20230308.0,20250224.0,Active,11013,Large Enterprise,201273,27,73917.29,2737.6774074074074,0,Normal
400329,201552,1,28696.43,0.1398,2022-02-20,2023-05-20,20220220.0,20230520.0,Active,10753,Large Enterprise,201552,26,74611.62,2869.6776923076923,0,Normal
