AccountOriginID,TransactionCount,TotalTransactionValue,AverageTransactionValue,MaximumTransactionValue,Frequency_Z,Value_Z,AverageSize_Z,Frequency_Flag,Value_Flag,AverageSize_Flag,AnomalyScore,AnomalyCategory
200422,30,81258.78,2708.6259999999997,4733.21,0.002999155796473763,0.3555499801214021,0.7621449095482647,0,0,0,0,Normal
200423,28,76145.43,2719.4796428571426,4885.62,-0.3271079255353809,0.06135435668056808,0.8023144934625948,0,0,0,0,Normal
200424,26,45172.090000000004,1737.388076923077,4854.62,-0.6572150068672356,-1.7206908918052404,-2.8324291671307504,0,0,0,0,Normal
200425,33,76968.35,2332.3742424242428,4950.9,0.49815977779425574,0.10870090296469388,-0.6303715706588382,0,0,0,0,Normal
200426,21,51113.340000000004,2433.9685714285715,4806.43,-1.482482710196872,-1.3788621987238254,-0.2543686030032641,0,0,0,0,Normal
200427,29,75403.52,2600.1213793103448,4932.88,-0.16205438486945356,0.018668705397752373,0.36056679211304504,0,0,0,0,Normal
200428,32,80327.45999999999,2510.2331249999997,4842.58,0.33310623712832843,0.3019666603754588,0.027888278368162725,0,0,0,0,Normal
200429,22,51580.1,2344.5499999999997,4880.02,-1.3174291695309448,-1.3520072505592677,-0.5853088095105816,0,0,0,0,Normal
200430,60,155715.49,2595.2581666666665,4989.49,4.954605375774293,4.639402682909859,0.34256792933906854,1,1,0,2,Moderate Anomaly Signal
200431,22,60797.88,2763.54,4678.3,-1.3174291695309448,-0.8216640247209331,0.9653828970244999,0,0,0,0,Normal
200432,26,58909.22,2265.7392307692307,4909.2,-0.6572150068672356,-0.9303277199828972,-0.8769892940849238,0,0,0,0,Normal
200433,38,90010.32,2368.6926315789474,4993.4,1.3234274811238924,0.8590681758966564,-0.4959563701602247,0,0,0,0,Normal
200434,31,78652.56999999999,2537.1796774193544,4832.69,0.1680526964624011,0.20560218156121415,0.127618093772841,0,0,0,0,Normal
200435,38,89786.70999999999,2362.8081578947367,4962.79,1.3234274811238924,0.8462028169132875,-0.5177349437286378,0,0,0,0,Normal
200436,31,64426.75,2078.282258064516,4662.36,0.1680526964624011,-0.612877676820684,-1.570771897262503,0,0,0,0,Normal
200437,29,78870.11,2719.6589655172415,4896.79,-0.16205438486945356,0.21811830424464507,0.8029781707861806,0,0,0,0,Normal
200438,26,61483.35,2364.744230769231,4977.54,-0.6572150068672356,-0.7822256381446204,-0.5105694931218797,0,0,0,0,Normal
200439,33,76292.87,2311.9051515151514,4796.87,0.49815977779425574,0.06983728914560904,-0.7061281507992726,0,0,0,0,Normal
200440,39,92841.92,2380.562051282051,4959.3,1.4884810217898197,1.0219837454029608,-0.45202737258274817,0,0,0,0,Normal
200441,42,87047.39,2072.5569047619047,4697.05,1.9836416437876017,0.6885965597230027,-1.5919615626085561,0,0,0,0,Normal
200442,33,94427.24,2861.431515151515,4966.82,0.49815977779425574,1.1131948312377316,1.3276816647411707,0,0,0,0,Normal
200443,22,53945.69,2452.0768181818185,4561.75,-1.3174291695309448,-1.2159034781096205,-0.18734956183247045,0,0,0,0,Normal
200444,31,73757.59,2379.2770967741935,4914.11,0.1680526964624011,-0.07602956530344619,-0.4567830190149052,0,0,0,0,Normal
200445,24,62973.89,2623.912083333333,4899.87,-0.9873220881990902,-0.6964677016522034,0.4486167394174649,0,0,0,0,Normal
200446,26,74141.61,2851.6003846153844,4989.08,-0.6572150068672356,-0.05393504736241923,1.29129642263935,0,0,0,0,Normal
200447,34,89985.54000000001,2646.633529411765,4829.81,0.663213318460183,0.8576424632916394,0.5327093382725879,0,0,0,0,Normal
200448,30,75798.19,2526.6063333333336,4734.39,0.002999155796473763,0.04137596907095944,0.08848590211066712,0,0,0,0,Normal
200449,26,81370.78,3129.6453846153845,4989.01,-0.6572150068672356,0.36199387890114015,2.320347415607074,0,0,1,1,Low Anomaly Signal
200450,32,85801.88,2681.30875,4745.9,0.33310623712832843,0.616936377855579,0.6610431338010039,0,0,0,0,Normal
200451,32,70079.34,2189.979375,4997.44,0.33310623712832843,-0.28765698214783325,-1.1573782771862868,0,0,0,0,Normal
200452,25,52361.88,2094.4752,4788.93,-0.8222685475331628,-1.3070276863804857,-1.5108414436388873,0,0,0,0,Normal
200453,35,93982.56,2685.216,4963.25,0.8282668591261104,1.08761025168975,0.6755039566615944,0,0,0,0,Normal
200454,25,61766.62,2470.6648,4768.17,-0.8222685475331628,-0.765927752364831,-0.11855501006111788,0,0,0,0,Normal
200455,22,62056.01,2820.7277272727274,4989.89,-1.3174291695309448,-0.7492777535445776,1.1770360018656858,0,0,0,0,Normal
200456,32,84803.86,2650.120625,4515.91,0.33310623712832843,0.5595154862470597,0.5456151599116996,0,0,0,0,Normal
200457,29,66912.97,2307.343793103448,4938.33,-0.16205438486945356,-0.469833480176396,-0.7230098440605967,0,0,0,0,Normal
200458,35,83903.43000000001,2397.2408571428573,4947.07,0.8282668591261104,0.5077094167984931,-0.3902987253041473,0,0,0,0,Normal
200459,39,82414.6,2113.194871794872,4922.9,1.4884810217898197,0.4220498648320882,-1.4415595042098626,0,0,0,0,Normal
200460,24,51885.71,2161.9045833333334,4937.85,-0.9873220881990902,-1.3344240371121627,-1.2612837322095567,0,0,0,0,Normal
200461,26,76961.4,2960.053846153846,4909.63,-0.6572150068672356,0.10830103603148625,1.6926851988696023,0,0,0,0,Normal
200462,24,53118.340000000004,2213.264166666667,4912.33,-0.9873220881990902,-1.2635049036044084,-1.07120072324491,0,0,0,0,Normal
200463,25,69208.64,2768.3456,4987.96,-0.8222685475331628,-0.3377525416792428,0.9831685340681648,0,0,0,0,Normal
200464,29,60332.36,2080.426206896552,4604.54,-0.16205438486945356,-0.8484476297204298,-1.5628370929161624,0,0,0,0,Normal
200465,25,60250.32,2410.0128,4730.98,-0.8222685475331628,-0.8531677855765879,-0.3430294686037222,0,0,0,0,Normal
200466,29,70127.47,2418.188620689655,4707.05,-0.16205438486945356,-0.28488783171686166,-0.31277056663096325,0,0,0,0,Normal
200467,28,76670.26,2738.223571428571,4867.86,-0.3271079255353809,0.09155035129279945,0.8716862077841782,0,0,0,0,Normal
200468,27,58605.65,2170.57962962963,4388.18,-0.4921614662013082,-0.9477935624165138,-1.22917718468939,0,0,0,0,Normal
200469,44,118106.43,2684.2370454545453,4974.8,2.3137487251194564,2.475572541471522,0.6718808231865442,1,1,0,2,Moderate Anomaly Signal
200470,23,46622.659999999996,2027.0721739130433,4992.91,-1.1523756288650175,-1.637232621689843,-1.7603016062881418,0,0,0,0,Normal
200471,26,69571.01,2675.808076923077,4878.11,-0.6572150068672356,-0.31690365238626395,0.6406850151806414,0,0,0,0,Normal
200472,21,53215.15,2534.054761904762,4840.46,-1.482482710196872,-1.2579349585966724,0.11605270898537283,0,0,0,0,Normal
200473,33,74705.13,2263.791818181818,4769.97,0.49815977779425574,-0.021513030930651447,-0.8841967132321653,0,0,0,0,Normal
200474,33,82519.06,2500.5775757575757,4623.37,0.49815977779425574,0.42805995114040407,-0.00784713329385324,0,0,0,0,Normal
200475,35,91938.52,2626.8148571428574,4957.02,0.8282668591261104,0.9700067975671101,0.45935997260292616,0,0,0,0,Normal
200476,19,37634.87,1980.7826315789475,4916.75,-1.8125897915287268,-2.154343416453606,-1.9316202759384602,0,0,0,0,Normal
200477,23,50755.45,2206.7586956521736,4277.37,-1.1523756288650175,-1.3994533320656155,-1.0952776223338594,0,0,0,0,Normal
200478,29,74951.9,2584.5482758620687,4883.05,-0.16205438486945356,-0.0073151657353310705,0.30293037510487186,0,0,0,0,Normal
200479,33,70521.22,2137.0066666666667,4580.46,0.49815977779425574,-0.2622335000693452,-1.3534314991849064,0,0,0,0,Normal
200480,23,52092.25,2264.8804347826085,4983.39,-1.1523756288650175,-1.3225407973445995,-0.8801677179472133,0,0,0,0,Normal
200481,30,77768.78,2592.2926666666667,4975.33,0.002999155796473763,0.15475349135992292,0.3315925450680132,0,0,0,0,Normal
200482,27,81793.99,3029.4070370370373,4977.19,-0.4921614662013082,0.3863431860669702,1.9493629666547747,0,0,0,0,Normal
200483,28,57537.01,2054.8932142857143,4844.2,-0.3271079255353809,-1.0092775623448997,-1.6573352906885368,0,0,0,0,Normal
200484,33,95391.26,2890.6442424242423,4979.83,0.49815977779425574,1.1686595392881152,1.4357986458316239,0,0,0,0,Normal
200485,22,58458.34,2657.197272727273,4944.13,-1.3174291695309448,-0.9562690153561856,0.5718059972604482,0,0,0,0,Normal
200486,39,124748.38,3198.6764102564102,4983.09,1.4884810217898197,2.8577158762936734,2.5758328423598584,0,1,1,2,Moderate Anomaly Signal
200487,30,77242.43000000001,2574.747666666667,4918.28,0.002999155796473763,0.12447004383568143,0.26665809319289113,0,0,0,0,Normal
200488,29,77046.70999999999,2656.7831034482756,4797.66,-0.16205438486945356,0.11320933071808835,0.5702731471541389,0,0,0,0,Normal
200489,34,94119.33,2768.215588235294,4755.14,0.663213318460183,1.0954792877263997,0.9826873575119661,0,0,0,0,Normal
200490,25,70579.09,2823.1636,4944.57,-0.8222685475331628,-0.258903960583779,1.1860512233181224,0,0,0,0,Normal
200491,36,94652.44,2629.2344444444443,4961.4,0.9933203997920377,1.1261516705698473,0.4683149213172355,0,0,0,0,Normal
200492,35,98347.58,2809.9308571428573,4724.77,0.8282668591261104,1.3387508503641432,1.1370765351315733,0,0,0,0,Normal
200493,27,65810.82,2437.437777777778,4829.1,-0.4921614662013082,-0.5332454716057551,-0.24152898985265536,0,0,0,0,Normal
200494,26,72984.03,2807.078076923077,4968.97,-0.6572150068672356,-0.12053619333964372,1.1265183293811236,0,0,0,0,Normal
200495,28,59901.32,2139.332857142857,4961.88,-0.3271079255353809,-0.8732474344527358,-1.3448222142872974,0,0,0,0,Normal
200496,33,69580.81,2108.5093939393937,4913.65,0.49815977779425574,-0.3163398112430367,-1.458900566410975,0,0,0,0,Normal
200497,27,61492.18,2277.488148148148,4974.56,-0.4921614662013082,-0.7817176057676106,-0.8335062784037552,0,0,0,0,Normal
200498,26,51553.53,1982.8280769230769,4649.05,-0.6572150068672356,-1.3535359504751394,-1.9240500352851937,0,0,0,0,Normal
200499,27,73080.11,2706.6707407407407,4873.95,-0.4921614662013082,-0.11500824874359693,0.7549084496865522,0,0,0,0,Normal
200500,28,58138.25,2076.3660714285716,4607.28,-0.3271079255353809,-0.9746853328598134,-1.57786374843922,0,0,0,0,Normal
200501,32,76953.7,2404.803125,4928.21,0.33310623712832843,0.10785801799037943,-0.36231059659303755,0,0,0,0,Normal
200502,31,78170.28,2521.621935483871,4880.87,0.1680526964624011,0.17785371778907305,0.0700385300797518,0,0,0,0,Normal
200503,28,79834.33,2851.2260714285717,4965.65,-0.3271079255353809,0.27359451925713607,1.2899110808544931,0,0,0,0,Normal
200504,37,83746.5,2263.4189189189187,4405.79,1.158373940457965,0.49868047898149015,-0.8855768220518296,0,0,0,0,Normal
200505,32,81490.93,2546.5915625,4855.53,0.33310623712832843,0.3689066863867248,0.16245169872145068,0,0,0,0,Normal
200506,29,58176.33,2006.0803448275863,4714.05,-0.16205438486945356,-0.9724944072747024,-1.8379928525418,0,0,0,0,Normal
200507,37,76823.24,2076.3037837837837,4879.71,1.158373940457965,0.10035202660819578,-1.5780942764570534,0,0,0,0,Normal
200508,33,85742.89,2598.269393939394,4725.91,0.49815977779425574,0.6135423993822149,0.3537125513069213,0,0,0,0,Normal
200509,32,66460.4,2076.8875,4962.76,0.33310623712832843,-0.49587200937948595,-1.57593392920424,0,0,0,0,Normal
200510,37,85713.56,2316.5827027027026,4984.19,1.158373940457965,0.611854903389271,-0.688816425379981,0,0,0,0,Normal
200511,28,64436.590000000004,2301.306785714286,4998.43,-0.3271079255353809,-0.6123115342850354,-0.7453529484083492,0,0,0,0,Normal
200512,29,70960.08,2446.8993103448274,4882.43,-0.16205438486945356,-0.23698377311866814,-0.2065116384055208,0,0,0,0,Normal
200513,18,41781.83,2321.212777777778,4843.16,-1.977643332194654,-1.915748858564121,-0.6716804101539521,0,0,0,0,Normal
200514,43,120528.12,2802.979534883721,4978.31,2.148695184453529,2.614904016792091,1.1113495302467422,1,1,0,2,Moderate Anomaly Signal
200515,30,77983.07,2599.4356666666667,4892.51,0.002999155796473763,0.16708262590912035,0.35802895371685955,0,0,0,0,Normal
200516,22,59601.02,2709.1372727272724,4793.92,-1.3174291695309448,-0.8905251380559085,0.7640371417685068,0,0,0,0,Normal
200517,51,138070.78,2707.270196078431,4953.31,3.4691235097809474,3.6242176361435097,0.7571270477929384,1,1,0,2,Moderate Anomaly Signal
200518,22,49281.61,2240.0731818181816,4990.39,-1.3174291695309448,-1.484250437222125,-0.9719799364580478,0,0,0,0,Normal
200519,31,74124.56,2391.1148387096773,4988.85,0.1680526964624011,-0.05491601588201345,-0.412971261590009,0,0,0,0,Normal
200520,20,60684.03,3034.2015,4603.73,-1.6475362508627995,-0.8282143629001578,1.9671073852660927,0,0,0,0,Normal
200521,35,86507.70999999999,2471.6488571428567,4998.12,0.8282668591261104,0.6575461731743504,-0.1149129917547513,0,0,0,0,Normal
200522,32,83670.82,2614.713125,4668.87,0.33310623712832843,0.49432624452032475,0.4145711812985094,0,0,0,0,Normal
200523,37,88654.36,2396.063783783784,4941.92,1.158373940457965,0.7810532742058206,-0.39465510110284996,0,0,0,0,Normal
200524,29,81007.15,2793.35,4867.0,-0.16205438486945356,0.3410724957468887,1.0757103983295684,0,0,0,0,Normal
200525,27,55133.89,2041.9959259259258,4204.75,-0.4921614662013082,-1.1475406162338644,-1.7050684540010632,0,0,0,0,Normal
200526,33,91168.03,2762.667575757576,4874.18,0.49815977779425574,0.9256768013992496,0.9621540346714431,0,0,0,0,Normal
200527,32,70520.55,2203.7671875,4948.38,0.33310623712832843,-0.2622720483924024,-1.1063492633792484,0,0,0,0,Normal
200528,45,107586.28,2390.806222222222,4492.99,2.4788022657853834,1.8702977044388358,-0.41411345836701313,1,0,0,1,Low Anomaly Signal
200529,26,68827.92,2647.2276923076925,4978.85,-0.6572150068672356,-0.35965719474550945,0.5349083489292763,0,0,0,0,Normal
200530,32,97554.94,3048.591875,4898.98,0.33310623712832843,1.2931464581429688,2.0203664968592805,0,0,1,1,Low Anomaly Signal
200531,21,64396.93,3066.520476190476,4963.6,-1.482482710196872,-0.6145933648707892,2.0867206656362107,0,0,1,1,Low Anomaly Signal
200532,23,68685.78,2986.338260869565,4782.04,-1.1523756288650175,-0.36783519271472337,1.7899644272779047,0,0,0,0,Normal
200533,34,82488.63,2426.1361764705885,4985.85,0.663213318460183,0.42630916685587383,-0.283356478378933,0,0,0,0,Normal
200534,27,66933.01,2479.00037037037,4693.69,-0.4921614662013082,-0.4686804825733075,-0.08770487081537828,0,0,0,0,Normal
200535,29,59980.4,2068.289655172414,4946.77,-0.16205438486945356,-0.8686975816357564,-1.6077547522983784,0,0,0,0,Normal
200536,39,93208.68000000001,2389.966153846154,4610.05,1.4884810217898197,1.043085212514182,-0.4172225709083406,0,0,0,0,Normal
200537,29,60110.09,2072.7617241379307,4927.53,-0.16205438486945356,-0.8612358920576832,-1.5912035213480455,0,0,0,0,Normal
200538,34,74649.55,2195.5750000000003,4988.48,0.663213318460183,-0.024710815700096537,-1.1366687392966452,0,0,0,0,Normal
200539,36,89459.61,2484.9891666666667,4511.78,0.9933203997920377,0.827383180387821,-0.06554019684035452,0,0,0,0,Normal
200540,35,100224.89,2863.5682857142856,4967.08,0.8282668591261104,1.4467615255265536,1.3355899021464936,0,0,0,0,Normal
200541,31,77548.22,2501.5554838709677,4903.78,0.1680526964624011,0.14206361354868186,-0.004227872688133893,0,0,0,0,Normal
200542,24,48695.71,2028.9879166666667,4913.04,-0.9873220881990902,-1.5179600827136295,-1.7532113979301895,0,0,0,0,Normal
200543,35,75660.12,2161.717714285714,4672.79,0.8282668591261104,0.03343213778061593,-1.2619753388883597,0,0,0,0,Normal
200544,28,70095.03,2503.3939285714287,4972.08,-0.3271079255353809,-0.28675426097056445,0.0025762537824935536,0,0,0,0,Normal
200545,23,61214.23,2661.4882608695652,4871.35,-1.1523756288650175,-0.797709406355362,0.5876870438846954,0,0,0,0,Normal
200546,38,107722.33,2834.798157894737,4880.92,1.3234274811238924,1.8781253154119018,1.229110991896301,0,0,0,0,Normal
200547,30,74549.43,2484.9809999999998,4601.96,0.002999155796473763,-0.030471200930698626,-0.06557042186307702,0,0,0,0,Normal
200548,32,100198.25,3131.1953125,4988.48,0.33310623712832843,1.4452287981739445,2.3260837346514442,0,0,1,1,Low Anomaly Signal
200549,24,53155.07,2214.7945833333333,4814.17,-0.9873220881990902,-1.2613916500135178,-1.0655366156706412,0,0,0,0,Normal
200550,28,77783.46,2777.9807142857144,4807.31,-0.3271079255353809,0.15559810237855332,1.0188283154815037,0,0,0,0,Normal
200551,24,47805.619999999995,1991.9008333333331,4442.36,-0.9873220881990902,-1.5691712422212816,-1.8904715534102148,0,0,0,0,Normal
200552,23,55327.74,2405.553913043478,4960.99,-1.1523756288650175,-1.1363874932119697,-0.3595319126330686,0,0,0,0,Normal
200553,33,89143.35,2701.3136363636368,4660.88,0.49815977779425574,0.809187221208536,0.7350816821536329,0,0,0,0,Normal
200554,27,68876.87,2550.995185185185,4764.33,-0.4921614662013082,-0.35684086576990093,0.17874960840098175,0,0,0,0,Normal
200555,27,69711.99,2581.9255555555555,4967.62,-0.4921614662013082,-0.3087923947972681,0.29322362642859995,0,0,0,0,Normal
200556,29,86524.8,2983.613793103448,4991.45,-0.16205438486945356,0.6585294430863664,1.7798811088940776,0,0,0,0,Normal
200557,36,88781.18000000001,2466.1438888888893,4886.24,0.9933203997920377,0.7883498388776636,-0.1352870069249613,0,0,0,0,Normal
200558,24,53604.94,2233.539166666667,4956.66,-0.9873220881990902,-1.2355084647988681,-0.9961624780600632,0,0,0,0,Normal
200559,31,84837.5,2736.6935483870966,4891.0,0.1680526964624011,0.5614509572734024,0.8660235570258732,0,0,0,0,Normal
200560,21,61472.65,2927.269047619048,4969.42,-1.482482710196872,-0.7828412606173274,1.5713478992005536,0,0,0,0,Normal
200561,47,109727.36,2334.6246808510637,4967.08,2.8089093471172384,1.9934843365756347,-0.6220426458526638,1,0,0,1,Low Anomaly Signal
200562,32,89139.5,2785.609375,4947.42,0.33310623712832843,0.8089657121879822,1.0470621656965748,0,0,0,0,Normal
200563,35,83110.48,2374.5851428571427,4971.11,0.8282668591261104,0.4620871887860527,-0.4741480492700795,0,0,0,0,Normal
200564,40,101605.48,2540.1369999999997,4949.42,1.653534562455747,1.5261935096008257,0.13856321322522777,0,0,0,0,Normal
200565,30,67021.7,2234.0566666666664,4918.36,0.002999155796473763,-0.46357772022710236,-0.9942471985590463,0,0,0,0,Normal
200566,24,56288.25,2345.34375,4779.47,-0.9873220881990902,-1.0811247323465574,-0.5823711223532207,0,0,0,0,Normal
200567,29,57112.2,1969.3862068965516,4963.58,-0.16205438486945356,-1.0337189252075831,-1.9737987079753658,0,0,0,0,Normal
200568,25,66733.79000000001,2669.3516000000004,4728.93,-0.8222685475331628,-0.48014256752776574,0.6167894443602164,0,0,0,0,Normal
200569,29,70797.33,2441.28724137931,4874.49,-0.16205438486945356,-0.24634756353297493,-0.22728203579288195,0,0,0,0,Normal
200570,33,82821.91,2509.7548484848485,4408.6,0.49815977779425574,0.44548436851043705,0.02611816589417631,0,0,0,0,Normal
200571,26,68359.37,2629.2065384615385,4988.08,-0.6572150068672356,-0.38661513022092253,0.46821164062735077,0,0,0,0,Normal
200572,28,68746.34,2455.2264285714286,4907.86,-0.3271079255353809,-0.3643508845888223,-0.17569278073987815,0,0,0,0,Normal
200573,26,59349.69,2282.680384615385,4916.62,-0.6572150068672356,-0.9049853619872613,-0.8142896908286026,0,0,0,0,Normal
200574,29,77851.56,2684.536551724138,4774.34,-0.16205438486945356,0.15951622297587564,0.6729893028359695,0,0,0,0,Normal
200575,32,98249.77,3070.3053125,4993.09,0.33310623712832843,1.3331233705458738,2.1007284325895315,0,0,1,1,Low Anomaly Signal
200576,39,115042.48,2949.8071794871794,4985.52,1.4884810217898197,2.299288758737787,1.654762047912231,0,1,0,1,Low Anomaly Signal
200577,24,55234.86,2301.4525,4572.68,-0.9873220881990902,-1.1417313264143094,-0.7448136564577532,0,0,0,0,Normal
200578,23,65035.229999999996,2827.6186956521738,4835.54,-1.1523756288650175,-0.5778688953073361,1.2025396356421552,0,0,0,0,Normal
200579,33,89596.6,2715.048484848485,4867.68,0.49815977779425574,0.8352648740827884,0.7859146749123378,0,0,0,0,Normal
200580,24,58145.24,2422.7183333333332,4872.55,-0.9873220881990902,-0.9742831645341853,-0.2960059950909774,0,0,0,0,Normal
200581,24,55060.84,2294.2016666666664,4960.18,-0.9873220881990902,-1.1517435341433275,-0.7716491587739621,0,0,0,0,Normal
200582,30,80505.38,2683.512666666667,4833.06,0.002999155796473763,0.31220325386555764,0.669199880493991,0,0,0,0,Normal
200583,23,69242.28,3010.533913043478,4936.47,-1.1523756288650175,-0.3358170706529001,1.879513097079796,0,0,0,0,Normal
200584,26,53810.72,2069.643076923077,4110.05,-0.6572150068672356,-1.2236689514873103,-1.6027457070128168,0,0,0,0,Normal
200585,19,53158.6,2797.821052631579,4944.09,-1.8125897915287268,-1.261188552132335,1.0922578678044277,0,0,0,0,Normal
200586,16,40348.38,2521.77375,4733.95,-2.3077504135265086,-1.9982221327231877,0.07060039912458067,0,0,0,0,Normal
200587,32,73439.01,2294.9690625,4969.53,0.33310623712832843,-0.09435900524316894,-0.768809008998598,0,0,0,0,Normal
200588,29,62941.91,2170.4106896551725,4937.26,-0.16205438486945356,-0.6983076648930605,-1.2298024354526378,0,0,0,0,Normal
200589,32,91427.9,2857.121875,4954.28,0.33310623712832843,0.9406283726125575,1.3117315865982424,0,0,0,0,Normal
200590,38,113109.44,2976.564210526316,4847.61,1.3234274811238924,2.188071668584352,1.75379044029365,0,1,0,1,Low Anomaly Signal
200591,39,94736.45999999999,2429.14,4965.84,1.4884810217898197,1.130985745350861,-0.27223925783678826,0,0,0,0,Normal
200592,26,62007.27,2384.895,4924.28,-0.6572150068672356,-0.7520820002099746,-0.43599102889491487,0,0,0,0,Normal
200593,33,83709.7,2536.6575757575756,4854.71,0.49815977779425574,0.4965631979538618,0.1256857834148644,0,0,0,0,Normal
200594,30,100002.58,3333.4193333333333,4978.93,0.002999155796473763,1.433970961796879,3.0745195254064197,0,0,1,1,Low Anomaly Signal
200595,28,73184.08,2613.717142857143,4669.84,-0.3271079255353809,-0.10902635449244186,0.41088502829059503,0,0,0,0,Normal
200596,21,50575.22,2408.34380952381,4944.26,-1.482482710196872,-1.4098228309680454,-0.3492064410606165,0,0,0,0,Normal
200597,28,63059.36,2252.12,4915.63,-0.3271079255353809,-0.6915502013959157,-0.9273943829969112,0,0,0,0,Normal
200598,32,83227.72,2600.86625,4915.14,0.33310623712832843,0.4688325699729859,0.36332357580928953,0,0,0,0,Normal
200599,33,84859.27,2571.4930303030305,4964.85,0.49815977779425574,0.5627034900987142,0.2546126085348356,0,0,0,0,Normal
200600,34,87395.89,2570.4673529411766,4947.01,0.663213318460183,0.708647441193884,0.2508165528327719,0,0,0,0,Normal
200601,30,72426.17,2414.2056666666667,4952.74,0.002999155796473763,-0.1526325627437924,-0.3275115718362396,0,0,0,0,Normal
200602,48,108655.73,2263.6610416666667,4640.37,2.9739628877831654,1.9318283075637537,-0.884680720147497,1,0,0,1,Low Anomaly Signal
200603,33,87404.31,2648.6154545454547,4982.57,0.49815977779425574,0.7091318842985749,0.5400444891539605,0,0,0,0,Normal
200604,29,67483.23,2327.0079310344827,4784.23,-0.16205438486945356,-0.4370236791216338,-0.650232413559112,0,0,0,0,Normal
200605,31,81441.0,2627.1290322580644,4990.64,0.1680526964624011,0.3660339732967938,0.46052274199014603,0,0,0,0,Normal
200606,31,88616.67,2858.6022580645163,4964.21,0.1680526964624011,0.7788847871968176,1.3172105186506555,0,0,0,0,Normal
200607,25,71842.1,2873.684,4959.72,-0.8222685475331628,-0.18623691953202037,1.3730283953051277,0,0,0,0,Normal
200608,27,73990.92,2740.4044444444444,4785.72,-0.4921614662013082,-0.06260496796169367,0.8797576693911873,0,0,0,0,Normal
200609,42,99443.98,2367.7138095238092,4896.66,1.9836416437876017,1.4018320166329352,-0.49957901328554116,0,0,0,0,Normal
200610,33,78805.01,2388.030606060606,4991.13,0.49815977779425574,0.214372788078922,-0.42438607814873336,0,0,0,0,Normal
200611,40,97104.77,2427.61925,4949.43,1.653534562455747,1.2672460124851594,-0.27786758885354934,0,0,0,0,Normal
200612,27,72354.98,2679.814074074074,4852.65,-0.4921614662013082,-0.1567284659056635,0.655511303537057,0,0,0,0,Normal
200613,34,75358.16,2216.4164705882354,4936.74,0.663213318460183,0.016058926391958446,-1.0595339733280758,0,0,0,0,Normal
200614,26,55627.02,2139.500769230769,4736.72,-0.6572150068672356,-1.1191684751155413,-1.3442007677559906,0,0,0,0,Normal
200615,32,89949.8,2810.93125,4918.57,0.33310623712832843,0.8555861691631763,1.1407790122953436,0,0,0,0,Normal
200616,39,87035.3,2231.674358974359,4824.07,1.4884810217898197,0.6879009638636544,-1.0030641745748832,0,0,0,0,Normal
200617,35,89636.12,2561.0319999999997,4457.94,0.8282668591261104,0.8375386497950668,0.21589609278810631,0,0,0,0,Normal
200618,37,106067.39,2866.686216216216,4983.27,1.158373940457965,1.7829086560677976,1.3471294352401149,0,0,0,0,Normal
200619,30,77801.64,2593.388,4974.8,0.002999155796473763,0.15664408523404966,0.3356463991358698,0,0,0,0,Normal
200620,30,68586.56,2286.2186666666666,4880.04,0.002999155796473763,-0.3735437966158449,-0.801194426902722,0,0,0,0,Normal
200621,23,50651.15,2202.223913043478,4894.52,-1.1523756288650175,-1.4054542128042462,-1.112060957931949,0,0,0,0,Normal
200622,29,73115.81999999999,2521.235172413793,4868.85,-0.16205438486945356,-0.11295368065945058,0.06860711098821298,0,0,0,0,Normal
200623,27,74099.98,2744.4437037037037,4600.56,-0.4921614662013082,-0.05633022152492391,0.8947070615816416,0,0,0,0,Normal
200624,28,71662.28,2559.367142857143,4746.71,-0.3271079255353809,-0.1965828291621323,0.20973441789373234,0,0,0,0,Normal
200625,31,81972.16,2644.263225806452,4935.01,0.1680526964624011,0.39659416325970154,0.5239367896610959,0,0,0,0,Normal
200626,32,84480.58,2640.018125,4679.13,0.33310623712832843,0.5409156326978303,0.5082255731309396,0,0,0,0,Normal
200627,27,79961.21,2961.5262962962966,4932.78,-0.4921614662013082,0.280894536017611,1.698134770993483,0,0,0,0,Normal
200628,29,71825.07,2476.726551724138,4974.79,-0.16205438486945356,-0.18721673735540367,-0.09612032635578935,0,0,0,0,Normal
200629,26,62274.24,2395.163076923077,4950.86,-0.6572150068672356,-0.7367219318418794,-0.3979886380820562,0,0,0,0,Normal
200630,25,67394.71,2695.7884000000004,4801.65,-0.8222685475331628,-0.44211666055004756,0.7146326542395132,0,0,0,0,Normal
200631,32,77241.16,2413.78625,4923.43,0.33310623712832843,0.12439697462630381,-0.3290638426460024,0,0,0,0,Normal
200632,35,87551.43,2501.4694285714286,4986.7,0.8282668591261104,0.7175964056242448,-0.004546365347382784,0,0,0,0,Normal
200633,28,70983.47,2535.1239285714287,4804.88,-0.3271079255353809,-0.23563803390029253,0.12000971961308173,0,0,0,0,Normal
200634,38,105093.4,2765.615789473684,4939.69,1.3234274811238924,1.7268703259563953,0.9730654420049397,0,0,0,0,Normal
200635,25,65499.770000000004,2619.9908,4828.85,-0.8222685475331628,-0.5511416744221616,0.4341039788647693,0,0,0,0,Normal
200636,31,67526.71,2178.280967741936,4834.08,0.1680526964624011,-0.434522065559642,-1.200674353738829,0,0,0,0,Normal
200637,27,67071.38,2484.1251851851853,4359.67,-0.4921614662013082,-0.46071939083980384,-0.06873781233937165,0,0,0,0,Normal
